0.1,16.162,4.75275
0.2,-8.40852,-5.21715
0.3,2.42039,8.4105
0.4,1.93221,-7.20027
0.5,-1.01123,4.23533
0.6,-0.138582,-5.23735
0.7,-2.91256,-2.65648
0.8,4.43159,5.3454
0.9,-4.75854,-5.65431
1,-1.49783,6.95608
