-501.961,-3.00843e-005,-0.000167333
-500.98,-7.88793e-005,-5.12448e-005
-500,-2.40427e-005,-0.000347578
-499.02,3.11892e-005,-0.0001269
-498.039,1.15836e-005,-9.60321e-005
-497.059,-1.60439e-005,-0.000303084
-496.078,6.26806e-005,-0.000143779
-495.098,-0.00018177,-8.07556e-005
-494.118,-0.000143536,-0.000222242
-493.137,-6.09638e-005,-0.000134366
-492.157,-6.53962e-005,-0.000158476
-491.176,8.18303e-005,-0.000298976
-490.196,-5.10627e-005,-0.000165295
-489.216,2.53405e-005,-0.000131867
-488.235,-6.42857e-005,-0.000174584
-487.255,5.25994e-005,-0.000258277
-486.275,-9.29122e-005,-0.000108113
-485.294,6.63822e-006,-0.000296251
-484.314,-3.7083e-005,-9.62375e-005
-483.333,-0.000109814,-6.85571e-005
-482.353,-7.24836e-005,-0.00017111
-481.373,0.000196122,-0.000233478
-480.392,9.97611e-005,-0.000164376
-479.412,-0.000123475,-0.000309067
-478.431,6.55725e-006,-7.48604e-005
-477.451,-9.25832e-005,-0.00022546
-476.471,-4.3283e-005,-0.000304966
-475.49,-0.000120941,-0.000256411
-474.51,-0.000140922,-0.000279912
-473.529,4.83082e-005,-5.57461e-005
-472.549,-7.17967e-006,-0.000195384
-471.569,-0.000129081,-0.000286034
-470.588,-3.432e-005,-0.000245967
-469.608,8.05692e-005,-0.000155813
-468.627,-2.32825e-005,-5.96282e-005
-467.647,-1.12244e-006,-0.000135207
-466.667,-9.56775e-006,-0.000154725
-465.686,-7.97642e-005,-0.000122953
-464.706,-0.000146622,-2.97552e-005
-463.725,-2.65513e-005,-0.00022939
-462.745,-2.0459e-005,-0.000193879
-461.765,-6.07069e-005,-0.000233618
-460.784,2.43203e-005,-0.000118383
-459.804,-5.63534e-005,-0.000193036
-458.824,-0.000249727,-0.000111033
-457.843,-0.000195724,-0.000130934
-456.863,-0.00015344,-0.000309606
-455.882,-0.000142462,-0.000270079
-454.902,-9.71376e-005,-0.000238989
-453.922,-0.000225779,-0.000280134
-452.941,8.50598e-005,-0.000174284
-451.961,-7.2302e-005,-0.000198418
-450.98,-0.000109442,-0.00029952
-450,-0.000214745,-0.000103028
-449.02,3.19025e-005,-0.000188738
-448.039,-0.000254494,-0.000237398
-447.059,-2.43093e-005,-0.000270729
-446.078,3.83338e-005,-9.74799e-005
-445.098,-0.000223784,-0.000101386
-444.118,-2.35314e-005,-0.000150367
-443.137,-8.62549e-005,-0.000136864
-442.157,-6.1879e-005,-0.000148218
-441.176,-0.000129735,-0.000133634
-440.196,-0.000148534,-0.000249616
-439.216,-0.000164243,-5.66737e-005
-438.235,-0.000165437,-0.000143247
-437.255,-4.31077e-005,-0.000106365
-436.275,-4.94174e-005,-0.000157419
-435.294,-0.000267044,-0.000270736
-434.314,-0.000195798,-0.000139239
-433.333,-0.000185056,-0.000208167
-432.353,-0.000100331,-2.41772e-005
-431.373,-0.000224665,-0.000309932
-430.392,-0.000149824,-0.000387771
-429.412,-0.00011643,-0.000291533
-428.431,-0.000214486,-0.000217855
-427.451,-0.000126546,-0.000137367
-426.471,-0.000164364,-0.000353048
-425.49,-0.000135409,-0.000219974
-424.51,-0.000179332,-0.000230304
-423.529,-0.000109292,-0.000181601
-422.549,-0.000247162,-0.000138279
-421.569,-0.000122651,8.74788e-007
-420.588,-0.000184193,-0.000276062
-419.608,-0.000105056,-6.04285e-005
-418.627,-0.000233061,-0.000117748
-417.647,-0.000209323,-0.000169501
-416.667,-0.000133922,-0.000205961
-415.686,-0.000231818,-0.000289977
-414.706,-0.000242945,-0.000209366
-413.725,-0.000159091,-0.000135454
-412.745,-0.000132052,-0.000120738
-411.765,-0.000311971,-0.000276673
-410.784,-0.000279542,-0.000261612
-409.804,-0.000216942,-0.000127547
-408.824,-0.000258146,-0.000184337
-407.843,-0.000398822,-0.00027897
-406.863,-0.000542484,-0.000227912
-405.882,-7.35917e-005,-0.000222119
-404.902,-0.000227772,-0.00022555
-403.922,-0.00014301,-0.00028301
-402.941,-0.000215838,-5.47829e-005
-401.961,-0.000134438,-0.000183234
-400.98,-0.000373958,-0.000157788
-400,-0.000162976,1.55848e-006
-399.02,-0.000387804,-0.000314852
-398.039,-0.000166655,-0.000353135
-397.059,-0.000403305,7.41673e-005
